mukey,muname,comppct_r,compname,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,claytotal_r,sandtotal_r,silttotal_r,cec7_r,awc_r,field_id
62771,Newberg loam,85,Newberg,Well drained,36,165,0.75,6.1,10,63.5,26.5,20,0.14,WV_AG_024
64277,Chehalis silty clay loam,85,Chehalis,Well drained,0,41,7.5,6.1,35,6.5,58.5,30,0.2,WV_AG_025
64277,Chehalis silty clay loam,85,Chehalis,Well drained,41,152,2.5,6.5,30,6.9,63.1,20,0.19,WV_AG_025
64351,Malabon silty clay loam,85,Malabon,Well drained,0,43,5,6.1,31,20,49,25,0.19,WV_AG_025
64351,Malabon silty clay loam,85,Malabon,Well drained,43,152,2.25,6.2,42,7.8,50.2,25,0.19,WV_AG_025
64250,Willamette silt loam,85,Willamette,Well drained,0,61,4,6.1,23.5,9.4,67.1,17.5,0.2,WV_AG_026
64250,Willamette silt loam,85,Willamette,Well drained,61,135,2,6.1,30,6.9,63.1,17.5,0.2,WV_AG_026
64250,Willamette silt loam,85,Willamette,Well drained,135,152,0.25,6.1,28,7.1,64.9,12.5,0.2,WV_AG_026
64250,Willamette silt loam,3,Concord,Poorly drained,0,51,3,6.1,22.5,24.8,52.7,20,0.2,WV_AG_026
64250,Willamette silt loam,3,Dayton,Poorly drained,0,23,2.5,5.6,17.5,29.1,53.4,15,0.22,WV_AG_026
64250,Willamette silt loam,3,Dayton,Poorly drained,23,38,0.75,5.6,22.5,24.8,52.7,15,0.21,WV_AG_026
64250,Willamette silt loam,3,Dayton,Poorly drained,38,102,0.75,5.8,45,7.2,47.8,32.5,0.04,WV_AG_026
64250,Willamette silt loam,3,Concord,Poorly drained,51,102,1.25,6.7,42.5,7.7,49.8,30,0.16,WV_AG_026
64250,Willamette silt loam,3,Concord,Poorly drained,102,183,0.25,6.7,25,24,51,20,0.2,WV_AG_026
64250,Willamette silt loam,3,Dayton,Poorly drained,102,193,0.25,6.7,22.5,24.8,52.7,15,0.18,WV_AG_026
64255,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,0,48,4,6.1,15,14,71,15,0.2,WV_AG_026
64255,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,48,137,1.75,6.1,27.5,7.1,65.4,15,0.2,WV_AG_026
64255,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,137,152,0.25,6.1,28,7.1,64.9,12.5,0.2,WV_AG_026
64255,"Woodburn silt loam, 0 to 3 percent slopes",3,Concord,Poorly drained,0,51,3,6.1,22.5,24.8,52.7,20,0.2,WV_AG_026
64255,"Woodburn silt loam, 0 to 3 percent slopes",3,Dayton,Poorly drained,0,23,2.5,5.6,17.5,29.1,53.4,15,0.22,WV_AG_026
64255,"Woodburn silt loam, 0 to 3 percent slopes",3,Dayton,Poorly drained,23,38,0.75,5.6,22.5,24.8,52.7,15,0.21,WV_AG_026
64255,"Woodburn silt loam, 0 to 3 percent slopes",3,Dayton,Poorly drained,38,102,0.75,5.8,45,7.2,47.8,32.5,0.04,WV_AG_026
64255,"Woodburn silt loam, 0 to 3 percent slopes",3,Concord,Poorly drained,51,102,1.25,6.7,42.5,7.7,49.8,30,0.16,WV_AG_026
64255,"Woodburn silt loam, 0 to 3 percent slopes",3,Concord,Poorly drained,102,183,0.25,6.7,25,24,51,20,0.2,WV_AG_026
64255,"Woodburn silt loam, 0 to 3 percent slopes",3,Dayton,Poorly drained,102,193,0.25,6.7,22.5,24.8,52.7,15,0.18,WV_AG_026
64288,Amity silt loam,85,Amity,Somewhat poorly drained,0,56,4,5.8,20,11.4,68.6,15,0.2,WV_AG_026
64288,Amity silt loam,85,Amity,Somewhat poorly drained,56,89,1.75,6.1,31,6.9,62.1,17.5,0.2,WV_AG_026
64288,Amity silt loam,85,Amity,Somewhat poorly drained,89,183,0.25,6.3,17.5,13.6,68.9,10,0.2,WV_AG_026
64288,Amity silt loam,5,Concord,Poorly drained,0,51,3,6.1,22.5,24.8,52.7,20,0.2,WV_AG_026
64288,Amity silt loam,5,Concord,Poorly drained,51,102,1.25,6.7,42.5,7.7,49.8,30,0.16,WV_AG_026
64288,Amity silt loam,5,Concord,Poorly drained,102,183,0.25,6.7,25,24,51,20,0.2,WV_AG_026
64288,Amity silt loam,4,Dayton,Poorly drained,0,23,2.5,5.6,17.5,29.1,53.4,15,0.22,WV_AG_026
64288,Amity silt loam,4,Dayton,Poorly drained,23,38,0.75,5.6,22.5,24.8,52.7,15,0.21,WV_AG_026
64288,Amity silt loam,4,Dayton,Poorly drained,38,102,0.75,5.8,45,7.2,47.8,32.5,0.04,WV_AG_026
64288,Amity silt loam,4,Dayton,Poorly drained,102,193,0.25,6.7,22.5,24.8,52.7,15,0.18,WV_AG_026
64296,Dayton silt loam,85,Dayton,Poorly drained,0,23,2.5,5.6,17.5,29.1,53.4,15,0.22,WV_AG_026
64296,Dayton silt loam,85,Dayton,Poorly drained,23,38,0.75,5.6,22.5,24.8,52.7,15,0.21,WV_AG_026
64296,Dayton silt loam,85,Dayton,Poorly drained,38,102,0.75,5.8,45,7.2,47.8,32.5,0.04,WV_AG_026
64296,Dayton silt loam,85,Dayton,Poorly drained,102,193,0.25,6.7,22.5,24.8,52.7,15,0.18,WV_AG_026
64296,Dayton silt loam,3,Concord,Poorly drained,0,51,3,6.1,22.5,24.8,52.7,20,0.2,WV_AG_026
64296,Dayton silt loam,3,Concord,Poorly drained,51,102,1.25,6.7,42.5,7.7,49.8,30,0.16,WV_AG_026
64296,Dayton silt loam,3,Concord,Poorly drained,102,183,0.25,6.7,25,24,51,20,0.2,WV_AG_026
64296,Dayton silt loam,2,Dayton,Poorly drained,0,18,2.5,5.6,17.5,,,15,0.22,WV_AG_026
64296,Dayton silt loam,2,Dayton,Poorly drained,18,41,0.75,5.6,22.5,,,15,0.2,WV_AG_026
64296,Dayton silt loam,2,Dayton,Poorly drained,41,114,0.75,5.8,45,,,32.5,0.04,WV_AG_026
64296,Dayton silt loam,2,Dayton,Poorly drained,114,152,0.25,6.7,50,,,35,0.08,WV_AG_026
64377,Bashaw silty clay,85,Bashaw,Poorly drained,0,10,6,6.5,55,2.5,42.5,47.5,0.18,WV_AG_026
64377,Bashaw silty clay,85,Bashaw,Poorly drained,10,152,2.25,6.5,62.5,11.4,26.1,47.5,0.15,WV_AG_026
64377,Bashaw silty clay,85,Bashaw,Poorly drained,152,178,0.25,6.7,60,0,40,42.5,0.15,WV_AG_026
64377,Bashaw silty clay,5,Awbrig,Poorly drained,0,28,3.5,5.8,28.5,19.3,52.2,25,0.2,WV_AG_026
64377,Bashaw silty clay,5,Awbrig,Poorly drained,28,79,1.5,6.3,55,17.1,27.9,40,0.04,WV_AG_026
64377,Bashaw silty clay,5,Awbrig,Poorly drained,79,152,0.5,7,33.5,18.7,47.8,25,0.19,WV_AG_026
64377,Bashaw silty clay,3,Conser,Poorly drained,0,43,6,6.1,31,20,49,25,0.2,WV_AG_026
64377,Bashaw silty clay,3,Conser,Poorly drained,43,162,2.25,6.1,47.5,5.5,47,27.5,0.15,WV_AG_026
64377,Bashaw silty clay,2,Courtney,Poorly drained,0,43,3.5,5.6,31,20,49,27.5,0.18,WV_AG_026
64377,Bashaw silty clay,2,Courtney,Poorly drained,43,84,1.25,6.1,55,17.1,27.9,40,0.13,WV_AG_026
64377,Bashaw silty clay,2,Courtney,Poorly drained,84,122,0.6,6.1,31,35.4,33.6,22.5,0.1,WV_AG_026
64377,Bashaw silty clay,2,Courtney,Poorly drained,122,152,0.35,6.5,2.5,96,1.5,2.5,0.04,WV_AG_026
64377,Bashaw silty clay,1,Dayton,Poorly drained,0,23,2.5,5.6,17.5,29.1,53.4,15,0.22,WV_AG_026
64377,Bashaw silty clay,1,Dayton,Poorly drained,23,38,0.75,5.6,22.5,24.8,52.7,15,0.21,WV_AG_026
64377,Bashaw silty clay,1,Dayton,Poorly drained,38,102,0.75,5.8,45,7.2,47.8,32.5,0.04,WV_AG_026
64377,Bashaw silty clay,1,Dayton,Poorly drained,102,193,0.25,6.7,22.5,24.8,52.7,15,0.18,WV_AG_026
64255,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,0,48,4,6.1,15,14,71,15,0.2,WV_AG_027
64255,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,48,137,1.75,6.1,27.5,7.1,65.4,15,0.2,WV_AG_027
64255,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,137,152,0.25,6.1,28,7.1,64.9,12.5,0.2,WV_AG_027
64255,"Woodburn silt loam, 0 to 3 percent slopes",3,Concord,Poorly drained,0,51,3,6.1,22.5,24.8,52.7,20,0.2,WV_AG_027
64255,"Woodburn silt loam, 0 to 3 percent slopes",3,Dayton,Poorly drained,0,23,2.5,5.6,17.5,29.1,53.4,15,0.22,WV_AG_027
64255,"Woodburn silt loam, 0 to 3 percent slopes",3,Dayton,Poorly drained,23,38,0.75,5.6,22.5,24.8,52.7,15,0.21,WV_AG_027
64255,"Woodburn silt loam, 0 to 3 percent slopes",3,Dayton,Poorly drained,38,102,0.75,5.8,45,7.2,47.8,32.5,0.04,WV_AG_027
64255,"Woodburn silt loam, 0 to 3 percent slopes",3,Concord,Poorly drained,51,102,1.25,6.7,42.5,7.7,49.8,30,0.16,WV_AG_027
64255,"Woodburn silt loam, 0 to 3 percent slopes",3,Concord,Poorly drained,102,183,0.25,6.7,25,24,51,20,0.2,WV_AG_027
64255,"Woodburn silt loam, 0 to 3 percent slopes",3,Dayton,Poorly drained,102,193,0.25,6.7,22.5,24.8,52.7,15,0.18,WV_AG_027
64284,Concord silt loam,85,Concord,Poorly drained,0,51,3,6.1,22.5,24.8,52.7,20,0.2,WV_AG_027
64284,Concord silt loam,85,Concord,Poorly drained,51,102,1.25,6.7,42.5,7.7,49.8,30,0.16,WV_AG_027
64284,Concord silt loam,85,Concord,Poorly drained,102,183,0.25,6.7,25,24,51,20,0.2,WV_AG_027
64284,Concord silt loam,4,Dayton,Poorly drained,0,23,2.5,5.6,17.5,29.1,53.4,15,0.22,WV_AG_027
64284,Concord silt loam,4,Dayton,Poorly drained,23,38,0.75,5.6,22.5,24.8,52.7,15,0.21,WV_AG_027
64284,Concord silt loam,4,Dayton,Poorly drained,38,102,0.75,5.8,45,7.2,47.8,32.5,0.04,WV_AG_027
64284,Concord silt loam,4,Dayton,Poorly drained,102,193,0.25,6.7,22.5,24.8,52.7,15,0.18,WV_AG_027
64288,Amity silt loam,85,Amity,Somewhat poorly drained,0,56,4,5.8,20,11.4,68.6,15,0.2,WV_AG_027
64288,Amity silt loam,85,Amity,Somewhat poorly drained,56,89,1.75,6.1,31,6.9,62.1,17.5,0.2,WV_AG_027
64288,Amity silt loam,85,Amity,Somewhat poorly drained,89,183,0.25,6.3,17.5,13.6,68.9,10,0.2,WV_AG_027
64288,Amity silt loam,5,Concord,Poorly drained,0,51,3,6.1,22.5,24.8,52.7,20,0.2,WV_AG_027
64288,Amity silt loam,5,Concord,Poorly drained,51,102,1.25,6.7,42.5,7.7,49.8,30,0.16,WV_AG_027
64288,Amity silt loam,5,Concord,Poorly drained,102,183,0.25,6.7,25,24,51,20,0.2,WV_AG_027
64288,Amity silt loam,4,Dayton,Poorly drained,0,23,2.5,5.6,17.5,29.1,53.4,15,0.22,WV_AG_027
64288,Amity silt loam,4,Dayton,Poorly drained,23,38,0.75,5.6,22.5,24.8,52.7,15,0.21,WV_AG_027
64288,Amity silt loam,4,Dayton,Poorly drained,38,102,0.75,5.8,45,7.2,47.8,32.5,0.04,WV_AG_027
64288,Amity silt loam,4,Dayton,Poorly drained,102,193,0.25,6.7,22.5,24.8,52.7,15,0.18,WV_AG_027
64403,Wapato silty clay loam,85,Wapato,Poorly drained,0,43,6,6.2,31,6.9,62.1,25,0.2,WV_AG_027
64403,Wapato silty clay loam,85,Wapato,Poorly drained,43,122,2.75,5.8,27.5,7.1,65.4,17.5,0.16,WV_AG_027
64403,Wapato silty clay loam,85,Wapato,Poorly drained,122,152,1.1,6.1,45,7.2,47.8,22.5,0.16,WV_AG_027
64403,Wapato silty clay loam,5,Waldo,Poorly drained,0,51,6,5.8,33.5,18.7,47.8,27.5,0.2,WV_AG_027
64403,Wapato silty clay loam,5,Waldo,Poorly drained,51,183,2.05,5.6,47.5,5.5,47,27.5,0.16,WV_AG_027
64070,Amity silt loam,85,Amity,Somewhat poorly drained,0,61,4,5.8,20,11.4,68.6,15,0.2,WV_AG_028
64070,Amity silt loam,85,Amity,Somewhat poorly drained,61,94,1.75,6.1,31,6.7,62.3,17.5,0.2,WV_AG_028
64070,Amity silt loam,85,Amity,Somewhat poorly drained,94,152,0.25,6.3,17.5,13.6,68.9,10,0.2,WV_AG_028
64070,Amity silt loam,5,Concord,Poorly drained,0,38,3,6.1,22.5,22.4,55.1,20,0.2,WV_AG_028
64070,Amity silt loam,5,Concord,Poorly drained,38,74,1.25,6.7,42.5,7.7,49.8,30,0.16,WV_AG_028
64070,Amity silt loam,5,Concord,Poorly drained,74,152,0.25,6.7,27,18.8,54.2,20,0.2,WV_AG_028
64071,Bashaw clay,85,Bashaw,Poorly drained,0,36,6,6.5,62.5,11.4,26.1,55,0.15,WV_AG_028
64071,Bashaw clay,85,Bashaw,Poorly drained,36,122,2.25,6.5,62.5,11.4,26.1,47.5,0.15,WV_AG_028
64071,Bashaw clay,85,Bashaw,Poorly drained,122,152,0.25,6.7,60,12.1,27.9,42.5,0.15,WV_AG_028
64079,Concord silt loam,90,Concord,Poorly drained,0,38,3,6.1,22.5,22.4,55.1,20,0.2,WV_AG_028
64079,Concord silt loam,90,Concord,Poorly drained,38,74,1.25,6.7,42.5,7.7,49.8,30,0.16,WV_AG_028
64079,Concord silt loam,90,Concord,Poorly drained,74,152,0.25,6.7,27,18.8,54.2,20,0.2,WV_AG_028
64079,Concord silt loam,10,Dayton,Poorly drained,0,33,2.5,5.6,17.5,29.1,53.4,15,0.22,WV_AG_028
64079,Concord silt loam,10,Dayton,Poorly drained,33,117,0.75,5.8,45,26.1,28.9,32.5,0.04,WV_AG_028
64079,Concord silt loam,10,Dayton,Poorly drained,117,152,0.25,6.7,28,17.8,54.2,15,0.18,WV_AG_028
64081,Dayton silt loam,95,Dayton,Poorly drained,0,33,2.5,5.6,17.5,29.1,53.4,15,0.22,WV_AG_028
64081,Dayton silt loam,95,Dayton,Poorly drained,33,117,0.75,5.8,45,26.1,28.9,32.5,0.04,WV_AG_028
64081,Dayton silt loam,95,Dayton,Poorly drained,117,152,0.25,6.7,28,17.8,54.2,15,0.18,WV_AG_028
64081,Dayton silt loam,5,Concord,Poorly drained,0,38,3,6.1,22.5,22.4,55.1,20,0.2,WV_AG_028
64081,Dayton silt loam,5,Concord,Poorly drained,38,74,1.25,6.7,42.5,7.7,49.8,30,0.16,WV_AG_028
64081,Dayton silt loam,5,Concord,Poorly drained,74,152,0.25,6.7,27,18.8,54.2,20,0.2,WV_AG_028
64173,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,0,43,4,6.1,15,14,71,15,0.2,WV_AG_028
64173,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,43,81,1.75,6.1,27.5,7.1,65.4,15,0.2,WV_AG_028
64173,"Woodburn silt loam, 0 to 3 percent slopes",85,Woodburn,Moderately well drained,81,173,0.25,6.1,22.5,7.2,70.3,12.5,0.2,WV_AG_028
85257,"Coburg silty clay loam, 0 to 3 percent slopes",88,Coburg,Moderately well drained,0,18,4.5,5.6,30,15,55,30,0.22,WV_AG_029
85257,"Coburg silty clay loam, 0 to 3 percent slopes",88,Coburg,Moderately well drained,18,46,3,5.6,37,14,49,32.5,0.19,WV_AG_029
85257,"Coburg silty clay loam, 0 to 3 percent slopes",88,Coburg,Moderately well drained,46,71,2,6.2,40,14,46,32.5,0.18,WV_AG_029
85257,"Coburg silty clay loam, 0 to 3 percent slopes",88,Coburg,Moderately well drained,71,104,0.75,6.3,37,14,49,32.5,0.18,WV_AG_029
85257,"Coburg silty clay loam, 0 to 3 percent slopes",88,Coburg,Moderately well drained,104,135,0.45,6.6,40,14,46,32.5,0.18,WV_AG_029
85257,"Coburg silty clay loam, 0 to 3 percent slopes",88,Coburg,Moderately well drained,135,164,0.2,6.8,17,53,30,20,0.13,WV_AG_029
85257,"Coburg silty clay loam, 0 to 3 percent slopes",4,Conser,Poorly drained,0,23,6,6.2,33,10,57,30,0.22,WV_AG_029
85257,"Coburg silty clay loam, 0 to 3 percent slopes",4,Conser,Poorly drained,23,36,3.5,6.2,45,10,45,40,0.19,WV_AG_029
85257,"Coburg silty clay loam, 0 to 3 percent slopes",4,Conser,Poorly drained,36,69,2,6.4,52,10,38,45,0.18,WV_AG_029
85257,"Coburg silty clay loam, 0 to 3 percent slopes",4,Conser,Poorly drained,69,105,0.5,6.4,48,10,42,40,0.17,WV_AG_029
85257,"Coburg silty clay loam, 0 to 3 percent slopes",4,Conser,Poorly drained,105,125,0.3,6.4,25,40,35,20,0.17,WV_AG_029
85257,"Coburg silty clay loam, 0 to 3 percent slopes",4,Conser,Poorly drained,125,152,0.15,6.8,18,55,27,15,0.12,WV_AG_029
85293,"Salem gravelly silt loam, 0 to 3 percent slopes",91,Salem,Well drained,0,23,4.5,6.2,20,25,55,15,0.18,WV_AG_029
85293,"Salem gravelly silt loam, 0 to 3 percent slopes",91,Salem,Well drained,23,46,3,6.4,30,20,50,25,0.16,WV_AG_029
85293,"Salem gravelly silt loam, 0 to 3 percent slopes",91,Salem,Well drained,46,76,1.5,6.6,30,45,25,25,0.14,WV_AG_029
85293,"Salem gravelly silt loam, 0 to 3 percent slopes",91,Salem,Well drained,76,152,0.25,6.2,4,90,6,8,0.04,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",86,Conser,Poorly drained,0,23,6,6.2,31,10,59,26.4,0.18,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",86,Conser,Poorly drained,23,36,3.5,6.2,43,10,47,34.7,0.15,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",86,Conser,Poorly drained,36,69,2,6.4,51,10,39,39.6,0.12,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",86,Conser,Poorly drained,69,104,0.5,6.4,48,10,42,35.5,0.13,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",86,Conser,Poorly drained,104,124,0.25,6.4,25,40,35,19.2,0.15,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",86,Conser,Poorly drained,124,152,0.25,6.8,18,55,27,14.3,0.1,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",4,Awbrig,Poorly drained,0,5,4,5.4,28,12,60,23.2,0.18,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",4,Awbrig,Poorly drained,5,18,3,6.5,28,12,60,23,0.18,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",4,Awbrig,Poorly drained,18,46,1.5,6.3,56,7,37,40.7,0.12,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",4,Awbrig,Poorly drained,46,74,0.75,6.5,54,5,41,38.6,0.13,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",4,Awbrig,Poorly drained,74,122,0.5,6.6,37,15,48,27.5,0.16,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",4,Awbrig,Poorly drained,122,152,0.25,7,33,21,46,24.4,0.14,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",3,Courtney,Poorly drained,0,20,3.5,5.6,31,20,49,25.2,0.16,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",3,Courtney,Poorly drained,20,43,3.5,5.8,31,20,49,25.2,0.14,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",3,Courtney,Poorly drained,43,60,1.25,5.8,55,17,28,39.9,0.11,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",3,Courtney,Poorly drained,60,84,1.25,5.8,55,17,28,39.9,0.1,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",3,Courtney,Poorly drained,84,122,0.6,5.8,31,35,34,23.8,0.06,WV_AG_029
85297,"Conser silty clay loam, 0 to 3 percent slopes",3,Courtney,Poorly drained,122,152,0.35,5.8,3,95,2,3.1,0.01,WV_AG_029
85303,"Coburg silty clay loam, rarely flooded, 0 to 3 percent slopes",89,Coburg,Moderately well drained,0,23,4.5,5.9,30,15,55,30,0.22,WV_AG_029
85303,"Coburg silty clay loam, rarely flooded, 0 to 3 percent slopes",89,Coburg,Moderately well drained,23,38,3,6.1,33,14,53,30,0.21,WV_AG_029
85303,"Coburg silty clay loam, rarely flooded, 0 to 3 percent slopes",89,Coburg,Moderately well drained,38,61,2,6.1,41,14,45,33,0.17,WV_AG_029
85303,"Coburg silty clay loam, rarely flooded, 0 to 3 percent slopes",89,Coburg,Moderately well drained,61,84,0.75,6.2,44,14,42,33,0.16,WV_AG_029
85303,"Coburg silty clay loam, rarely flooded, 0 to 3 percent slopes",89,Coburg,Moderately well drained,84,104,0.45,6.2,43,14,43,33,0.16,WV_AG_029
85303,"Coburg silty clay loam, rarely flooded, 0 to 3 percent slopes",89,Coburg,Moderately well drained,104,152,0.2,6.7,41,14,45,33,0.16,WV_AG_029
85303,"Coburg silty clay loam, rarely flooded, 0 to 3 percent slopes",3,Waldo,Poorly drained,0,20,6,5.2,32,9,59,34,0.24,WV_AG_029
85303,"Coburg silty clay loam, rarely flooded, 0 to 3 percent slopes",3,Waldo,Poorly drained,20,33,4,5.2,37,9,54,33,0.21,WV_AG_029
85303,"Coburg silty clay loam, rarely flooded, 0 to 3 percent slopes",3,Waldo,Poorly drained,33,48,2.5,5.4,40,8,52,35,0.17,WV_AG_029
85303,"Coburg silty clay loam, rarely flooded, 0 to 3 percent slopes",3,Waldo,Poorly drained,48,102,1.5,5.4,42,7,51,40,0.16,WV_AG_029
85303,"Coburg silty clay loam, rarely flooded, 0 to 3 percent slopes",3,Waldo,Poorly drained,102,127,1,5.4,46,7,47,40,0.16,WV_AG_029
85303,"Coburg silty clay loam, rarely flooded, 0 to 3 percent slopes",3,Waldo,Poorly drained,127,152,0.7,5.6,50,7,43,40,0.16,WV_AG_029
85303,"Coburg silty clay loam, rarely flooded, 0 to 3 percent slopes",1,Riverwash,,0,150,,,,,,,,WV_AG_029
85305,"Malabon silty clay loam, 0 to 3 percent slopes",89,Malabon,Well drained,0,18,4.5,5.6,30,15,55,30,0.22,WV_AG_029
85305,"Malabon silty clay loam, 0 to 3 percent slopes",89,Malabon,Well drained,18,31,3,6.1,37,14,49,32.5,0.19,WV_AG_029
85305,"Malabon silty clay loam, 0 to 3 percent slopes",89,Malabon,Well drained,31,49,2,6.3,40,14,46,32.5,0.18,WV_AG_029
85305,"Malabon silty clay loam, 0 to 3 percent slopes",89,Malabon,Well drained,49,74,0.75,6.5,40,14,46,32.5,0.18,WV_AG_029
85305,"Malabon silty clay loam, 0 to 3 percent slopes",89,Malabon,Well drained,74,107,0.45,6.8,37,14,49,32.5,0.18,WV_AG_029
85305,"Malabon silty clay loam, 0 to 3 percent slopes",89,Malabon,Well drained,107,153,0.2,6.9,28,40,32,20,0.2,WV_AG_029
85305,"Malabon silty clay loam, 0 to 3 percent slopes",2,Conser,Poorly drained,0,23,6,6.2,33,10,57,30,0.22,WV_AG_029
85305,"Malabon silty clay loam, 0 to 3 percent slopes",2,Conser,Poorly drained,23,36,3.5,6.2,45,10,45,40,0.19,WV_AG_029
85305,"Malabon silty clay loam, 0 to 3 percent slopes",2,Conser,Poorly drained,36,69,2,6.4,52,10,38,45,0.18,WV_AG_029
85305,"Malabon silty clay loam, 0 to 3 percent slopes",2,Conser,Poorly drained,69,105,0.5,6.4,48,10,42,40,0.17,WV_AG_029
85305,"Malabon silty clay loam, 0 to 3 percent slopes",2,Conser,Poorly drained,105,125,0.3,6.4,25,40,35,20,0.17,WV_AG_029
85305,"Malabon silty clay loam, 0 to 3 percent slopes",2,Conser,Poorly drained,125,152,0.15,6.8,18,55,27,15,0.12,WV_AG_029
62659,Coburg silty clay loam,85,Coburg,Moderately well drained,0,46,4,6.1,31,20,49,22.5,0.19,WV_AG_030
62659,Coburg silty clay loam,85,Coburg,Moderately well drained,46,135,1.25,6.7,41,7.9,51.1,22.5,0.19,WV_AG_030
62659,Coburg silty clay loam,85,Coburg,Moderately well drained,135,165,0.25,7,16,64.5,19.5,12.5,0.14,WV_AG_030
62659,Coburg silty clay loam,4,Conser,Poorly drained,0,23,6,6.1,31,20,49,25,0.2,WV_AG_030
62659,Coburg silty clay loam,4,Conser,Poorly drained,23,104,2.25,6.1,47.5,5.5,47,27.5,0.15,WV_AG_030
62659,Coburg silty clay loam,4,Conser,Poorly drained,104,152,0.25,6.7,22.5,63.1,14.4,12.5,0.17,WV_AG_030
62737,Malabon silty clay loam,90,Malabon,Well drained,0,30,5,6.1,31,20,49,25,0.19,WV_AG_030
62737,Malabon silty clay loam,90,Malabon,Well drained,30,107,2.25,6.2,41,7.9,51.1,25,0.19,WV_AG_030
62737,Malabon silty clay loam,90,Malabon,Well drained,107,152,0.25,6.7,27.5,34.7,37.8,15,0.19,WV_AG_030
64078,Cloquato silt loam,85,Cloquato,Well drained,0,23,7.5,6.1,10,21.2,68.8,17.5,0.21,WV_AG_031
64078,Cloquato silt loam,85,Cloquato,Well drained,23,104,2.5,6.7,10,21.2,68.8,7.5,0.2,WV_AG_031
64078,Cloquato silt loam,85,Cloquato,Well drained,104,211,0.5,6.7,7.5,21.7,70.8,3.5,0.14,WV_AG_031
64141,Newberg fine sandy loam,85,Newberg,Well drained,0,25,3,6.1,11,67.7,21.3,20,0.14,WV_AG_031
64141,Newberg fine sandy loam,85,Newberg,Well drained,25,152,0.75,6.1,10,66.9,23.1,20,0.14,WV_AG_031
64144,Salem gravelly silt loam,90,Salem,Well drained,0,23,4,6.1,17.5,29.1,53.4,15,0.14,WV_AG_031
64144,Salem gravelly silt loam,90,Salem,Well drained,23,76,2,6.7,30,33.5,36.5,17.5,0.13,WV_AG_031
64144,Salem gravelly silt loam,90,Salem,Well drained,76,152,0.55,6.3,7.5,90.7,1.8,5,0.04,WV_AG_031
64153,Sifton gravelly loam,92,Sifton,Well drained,0,43,7.5,5.3,14,44.8,41.2,30,0.17,WV_AG_031
64153,Sifton gravelly loam,92,Sifton,Well drained,43,61,2.5,5.3,14,44.8,41.2,20,0.17,WV_AG_031
64153,Sifton gravelly loam,92,Sifton,Well drained,61,152,0.5,5.5,2.5,91,6.5,1.5,0.04,WV_AG_031
62652,"Chehalis silty clay loam, occasionally flooded",85,Chehalis,Well drained,0,33,7.5,6.1,35,6.5,58.5,30,0.2,WV_AG_032
62652,"Chehalis silty clay loam, occasionally flooded",85,Chehalis,Well drained,33,140,2.5,6.5,30,6.9,63.1,20,0.19,WV_AG_032
62652,"Chehalis silty clay loam, occasionally flooded",85,Chehalis,Well drained,140,178,0.5,6.5,26,9.1,64.9,15,0.2,WV_AG_032
62427,Waldo silty clay loam,90,Waldo,Poorly drained,0,33,6,5.8,33.5,17.5,49,27.5,0.2,WV_AG_033
62427,Waldo silty clay loam,90,Waldo,Poorly drained,33,152,2.05,5.6,47.5,5.5,47,27.5,0.16,WV_AG_033
62427,Waldo silty clay loam,5,Bashaw,Poorly drained,0,28,6,6.5,37.5,18.5,44,35,0.2,WV_AG_033
62427,Waldo silty clay loam,5,Bashaw,Poorly drained,28,130,2.25,6.5,65,10.4,24.6,47.5,0.15,WV_AG_033
